,dist,param,loc,scale,sample size,nodes,iteration,emma emv,pwm emv,mle emv,mom emv,scipy emv
117,pareto,2.62,0,1,15,50,17,5.5599596128719595,6.5550343915399685,6.521861138082468,6.706321564328874,6.5218825143728285
118,pareto,2.62,0,1,15,50,18,5.5599596128719595,6.096983910428543,6.306787254851144,6.041234034620315,6.306835251660913
119,pareto,2.62,0,1,15,50,19,5.5599596128719595,5.576799587729263,5.707969546831578,6.64733098115762,5.7080220864142
120,pareto,2.62,0,1,15,50,20,5.5599596128719595,5.599207592148074,5.580243206561962,5.6645047407285265,5.5802727856551675
121,pareto,2.62,0,1,15,50,21,5.5599596128719595,6.47019907463066,6.636442917791544,7.4706372508792045,6.636544092705013
122,pareto,2.62,0,1,15,50,22,5.5599596128719595,7.3841829927367275,6.757861791713045,7.900982425194016,6.757889029278135
123,pareto,2.62,0,1,15,50,23,5.5599596128719595,5.393637217596575,5.415498027673592,5.930724461350103,5.415496706540699
124,pareto,2.62,0,1,15,50,24,5.5599596128719595,4.20373044392708,4.184861821354143,5.005150926650996,4.184849070804802
125,pareto,2.62,0,1,15,50,25,5.5599596128719595,6.961326929907727,7.035302585122556,6.823789913684062,7.0353361812568815
126,pareto,2.62,0,1,15,50,26,5.5599596128719595,5.805632228857368,6.034500289609265,6.79993626759551,6.03458753024289
127,pareto,2.62,0,1,15,50,27,5.5599596128719595,5.034520127081457,5.275270069967686,6.295780496246197,5.27526872765103
128,pareto,2.62,0,1,15,50,28,5.5599596128719595,5.140329608135677,5.157528951203446,6.049404457210938,5.15754028332416
129,pareto,2.62,0,1,15,50,29,5.5599596128719595,5.267800658115203,5.426139777382081,7.113909603641563,5.426146548087903
130,pareto,2.62,0,1,15,50,30,5.5599596128719595,5.647712853477194,5.5741420042162675,5.5559398592286104,5.574086189473265
131,pareto,2.62,0,1,15,50,31,5.5599596128719595,5.480728397639174,5.354599494264656,6.626475834781024,5.354560101943079
132,pareto,2.62,0,1,15,50,32,5.5599596128719595,4.802953168770325,4.908967444628626,5.086373234431079,4.908944012750858
133,pareto,2.62,0,1,15,50,33,5.5599596128719595,5.509801017663418,5.413726734377918,5.793891023375402,5.413714331865054
134,pareto,2.62,0,1,15,50,34,5.5599596128719595,4.767140009523172,4.163788406191053,8.93249271503641,4.163848758532172
135,pareto,2.62,0,1,15,50,35,5.5599596128719595,6.652351753474518,5.925210118873492,9.096809094671656,5.9250424414842815
136,pareto,2.62,0,1,15,50,36,5.5599596128719595,5.5674500996413006,5.494804482949881,7.153965686380571,5.4947403796878165
137,pareto,2.62,0,1,15,50,37,5.5599596128719595,5.153390944029985,5.716939185074979,7.670337538910699,5.717030258740893
138,pareto,2.62,0,1,15,50,38,5.5599596128719595,6.142019017974691,6.134270049730984,6.338729960104318,6.134322045100001
139,pareto,2.62,0,1,15,50,39,5.5599596128719595,5.348246965105063,5.087552857545623,5.9219377599783956,5.0874855490156685
140,pareto,2.62,0,1,15,50,40,5.5599596128719595,5.223363143343011,5.362027173483624,5.88206682630904,5.3619322703378165
141,pareto,2.62,0,1,15,50,41,5.5599596128719595,4.510009248192671,4.378447674917616,5.042079112714902,4.378415054662936
142,pareto,2.62,0,1,15,50,42,5.5599596128719595,4.1631477484989805,4.244741027724339,5.772580349229752,4.244775731579818
143,pareto,2.62,0,1,15,50,43,5.5599596128719595,5.342070195133581,5.400012683618139,6.275769997272403,5.400020972196771
144,pareto,2.62,0,1,15,50,44,5.5599596128719595,4.958905700747273,4.352837810805065,5.112582489841767,4.352847766588614
145,pareto,2.62,0,1,15,50,45,5.5599596128719595,5.998904094591768,5.402766630501608,6.736284748240108,5.402816082460751
146,pareto,2.62,0,1,15,50,46,5.5599596128719595,6.387799720198266,5.9311820840837335,7.0242828229535785,5.931169903224998
147,pareto,2.62,0,1,15,50,47,5.5599596128719595,5.058159934276411,5.108003194056979,5.398770126644591,5.107895164230184
148,pareto,2.62,0,1,15,50,48,5.5599596128719595,5.307942205216114,5.128414521822632,5.597719124207329,5.12836606828985
149,pareto,2.62,0,1,15,50,49,5.5599596128719595,4.963278814459724,5.158805940670479,6.425695135949342,5.1588748686455475
150,pareto,2.62,0,1,15,50,50,5.5599596128719595,4.930851062817309,5.167969117425413,5.5255116724685465,5.1680547262356935
151,pareto,2.62,0,1,15,50,51,5.5599596128719595,4.798169847250661,4.689805058108553,5.298149618742629,4.6898205265897435
152,pareto,2.62,0,1,15,50,52,5.5599596128719595,4.5453165413197825,4.012351679729322,5.111733515858107,4.012258209862982
153,pareto,2.62,0,1,15,50,53,5.5599596128719595,7.0795977989244285,7.127396108153072,7.23604595147324,7.127449422614812
154,pareto,2.62,0,1,15,50,54,5.5599596128719595,5.274265841856255,5.4292691247002836,6.450136558137456,5.429196950613273
155,pareto,2.62,0,1,15,50,55,5.5599596128719595,8.471451040235587,8.46237206117307,8.406336131040545,8.462390471189474
156,pareto,2.62,0,1,15,50,56,5.5599596128719595,4.712741367821741,4.804578420543061,5.10732356888891,4.80458801655554
157,pareto,2.62,0,1,15,50,57,5.5599596128719595,5.324347598681043,5.183117526291408,5.406127205498726,5.183025680520076
158,pareto,2.62,0,1,15,50,58,5.5599596128719595,5.895688821222784,5.204277362689734,7.796220946912344,5.2041945235486695
159,pareto,2.62,0,1,15,50,59,5.5599596128719595,5.994334910615242,5.900400688749752,6.785454137704269,5.90034267067826
160,pareto,2.62,0,1,15,50,60,5.5599596128719595,8.815273169553379,8.640241796469557,10.807859414167925,8.640316572295834
161,pareto,2.62,0,1,15,50,61,5.5599596128719595,5.231949696879737,5.209054018435001,6.3148006120631885,5.20906451923749
162,pareto,2.62,0,1,15,50,62,5.5599596128719595,5.783669096211532,5.801702008797177,5.89446874918619,5.801696956046717
163,pareto,2.62,0,1,15,50,63,5.5599596128719595,6.386618518950048,6.121335516415741,7.7918103943380554,6.121288328719077
164,pareto,2.62,0,1,15,50,64,5.5599596128719595,5.487185902450383,4.990432233894758,5.8265946665189565,4.990358080896084
165,pareto,2.62,0,1,15,50,65,5.5599596128719595,5.624526113508323,5.589458228579066,5.881016864763164,5.5893663710673005
166,pareto,2.62,0,1,15,50,66,5.5599596128719595,5.172696663559897,5.650487688968773,8.11977787416366,5.650485293730588
167,pareto,2.62,0,1,15,50,67,5.5599596128719595,6.30692144181643,6.427752500679352,6.772740178016596,6.427844385421428
168,pareto,2.62,0,1,15,50,68,5.5599596128719595,5.0107904274292085,5.403692993293409,6.449969063433343,5.403690614261868
169,pareto,2.62,0,1,15,50,69,5.5599596128719595,6.2951838218804275,6.237822763885958,6.75566554916009,6.237832079074473
170,pareto,2.62,0,1,15,50,70,5.5599596128719595,4.926817452868784,4.895859443956032,5.675843197743356,4.895798114342316
171,pareto,2.62,0,1,15,50,71,5.5599596128719595,5.539968492347737,5.584472903203627,5.969875011906411,5.5844079744561235
172,pareto,2.62,0,1,15,50,72,5.5599596128719595,6.637102455730925,5.75103811542398,7.916554573734967,5.751039266037863
173,pareto,2.62,0,1,15,50,73,5.5599596128719595,4.597186166865141,4.63196738253449,4.613961517606857,4.632007007845633
174,pareto,2.62,0,1,15,50,74,5.5599596128719595,6.480423992254761,6.590395963885347,7.140764075259858,6.5904353883120566
175,pareto,2.62,0,1,15,50,75,5.5599596128719595,5.318692509391082,5.455597915375444,6.576570251508838,5.455658337330207
176,pareto,2.62,0,1,15,50,76,5.5599596128719595,6.327759277014091,6.353520828367653,6.317616058302098,6.3535060474448475
177,pareto,2.62,0,1,15,50,77,5.5599596128719595,5.569382428791334,5.92770697679176,6.7243527641129415,5.927660655349517
178,pareto,2.62,0,1,15,50,78,5.5599596128719595,6.194189282289173,5.8785562572146155,6.9935600068597275,5.878576268586249
179,pareto,2.62,0,1,15,50,79,5.5599596128719595,4.564157798614715,4.663991236439819,5.290323791721706,4.6640198305530705
180,pareto,2.62,0,1,15,50,80,5.5599596128719595,7.673641157073312,7.83698878622655,8.205440933088779,7.836986709710407
181,pareto,2.62,0,1,15,50,81,5.5599596128719595,5.522571507595852,5.159397698929505,5.843241843798996,5.159376121241477
182,pareto,2.62,0,1,15,50,82,5.5599596128719595,4.597523741156047,4.648218793636301,7.093322906162102,4.648145075552576
183,pareto,2.62,0,1,15,50,83,5.5599596128719595,6.058114328658234,5.8925629894791545,6.882657416724462,5.892558605914128
184,pareto,2.62,0,1,15,50,84,5.5599596128719595,4.779389751739003,4.780085205544203,4.748587278991229,4.780070998125218
185,pareto,2.62,0,1,15,50,85,5.5599596128719595,5.3943846941270115,5.317236053251307,5.468445420115373,5.317228380283117
186,pareto,2.62,0,1,15,50,86,5.5599596128719595,6.282221186306059,6.940618259906035,10.195448586670894,6.940661896963487
187,pareto,2.62,0,1,15,50,87,5.5599596128719595,4.833215340363415,5.369643906244308,7.124650030579925,5.369672385988564
188,pareto,2.62,0,1,15,50,88,5.5599596128719595,4.703712360999549,4.560515079876307,5.0042864537602965,4.560462255077727
189,pareto,2.62,0,1,15,50,89,5.5599596128719595,5.577660847504918,5.250052090501393,6.19312442120852,5.249999997125567
190,pareto,2.62,0,1,15,50,90,5.5599596128719595,4.327865834802291,4.357014272762819,4.691690646573564,4.357100244084805
191,pareto,2.62,0,1,15,50,91,5.5599596128719595,7.689668503969363,7.233985413321019,8.311522698401024,7.23394545494418
192,pareto,2.62,0,1,15,50,92,5.5599596128719595,5.814928765303302,6.055523778493125,12.795536933251102,6.055547893915962
193,pareto,2.62,0,1,15,50,93,5.5599596128719595,6.791895078920898,5.970419099694347,7.275333541022334,5.970430876782103
194,pareto,2.62,0,1,15,50,94,5.5599596128719595,4.984191484352485,5.022622788195341,6.028851362221883,5.022676138816774
195,pareto,2.62,0,1,15,50,95,5.5599596128719595,5.860501216329703,5.882995617997667,6.509358792980065,5.883038151443019
196,pareto,2.62,0,1,15,50,96,5.5599596128719595,6.519132165389598,6.294745500123713,6.828614251233901,6.294711607733099
197,pareto,2.62,0,1,15,50,97,5.5599596128719595,5.140859823784506,5.066508445970636,5.3013313030035505,5.0664756108877285
198,pareto,2.62,0,1,15,50,98,5.5599596128719595,7.414195369015583,6.733361467057745,8.749317919612668,6.733370475535626
199,pareto,2.62,0,1,15,50,99,5.5599596128719595,6.010496435804731,5.5415005684920695,6.356424788029234,5.541457284027984
200,expon,,0,1,15,50,0,4.4948480122340975,4.267490992898877,4.384149885934209,4.561522208881483,4.384214920158883
201,expon,,0,1,15,50,1,4.4948480122340975,4.604821170567723,4.588466224952481,4.70976912031532,4.5893047500025235
202,expon,,0,1,15,50,2,4.4948480122340975,4.835748816698341,4.82253591677963,4.899085368554531,4.822582584192765
203,expon,,0,1,15,50,3,4.4948480122340975,4.240632129709335,4.137193536745546,4.362445598981308,4.1371904381989655
204,expon,,0,1,15,50,4,4.4948480122340975,3.8526792757782635,3.9674645335742795,4.083042780251506,3.9674279678671414
205,expon,,0,1,15,50,5,4.4948480122340975,4.6539315805829595,4.61976187322464,4.790891425644801,4.619728616400005
206,expon,,0,1,15,50,6,4.4948480122340975,4.883694543004093,4.924465370985423,4.909725971652424,4.92446296839975
207,expon,,0,1,15,50,7,4.4948480122340975,4.507794427630554,4.526321559362554,4.577108612201189,4.5263406931380095
208,expon,,0,1,15,50,8,4.4948480122340975,4.480271928311133,4.534760760761614,4.586661622346901,4.534755702706923
209,expon,,0,1,15,50,9,4.4948480122340975,4.5243537590566545,4.537622896859601,4.5617122947580775,4.537653985541208
210,expon,,0,1,15,50,10,4.4948480122340975,5.437352783055758,5.474111998228997,5.416437916432351,5.474082813858459
211,expon,,0,1,15,50,11,4.4948480122340975,3.9921745358486684,3.8439393825668033,4.141571315024657,3.8439068891502775
212,expon,,0,1,15,50,12,4.4948480122340975,4.33240207163478,4.300610517722753,4.3710602229838385,4.3006747465241375
213,expon,,0,1,15,50,13,4.4948480122340975,4.491048576065158,4.470206892760793,4.572026598414272,4.470181076928583
214,expon,,0,1,15,50,14,4.4948480122340975,4.659220012931647,4.711787985115401,4.698292706660608,4.711790920377016
215,expon,,0,1,15,50,15,4.4948480122340975,4.287680116369722,4.311955641271444,4.314755285204232,4.311934452886135
216,expon,,0,1,15,50,16,4.4948480122340975,3.9243768278127935,3.9616599493014113,3.8874102245460738,3.9616528600721983
217,expon,,0,1,15,50,17,4.4948480122340975,5.054980495012294,5.084338038575006,5.096785490321672,5.084248542948612
218,expon,,0,1,15,50,18,4.4948480122340975,4.434526609684024,4.383789237162217,4.516260902772921,4.384860816265875
219,expon,,0,1,15,50,19,4.4948480122340975,4.255030866176562,4.295613625410991,4.428529820398724,4.295600987770684
220,expon,,0,1,15,50,20,4.4948480122340975,4.829150365153931,4.796084355931833,4.78263620978955,4.796033824057774
221,expon,,0,1,15,50,21,4.4948480122340975,3.9176327806543356,3.8920852830564985,4.393384481162714,3.8920389385279943
222,expon,,0,1,15,50,22,4.4948480122340975,4.654885278759088,4.662137058197252,4.701239960688321,4.662086092234512
223,expon,,0,1,15,50,23,4.4948480122340975,4.537966369035122,4.547396509443706,4.539060715175208,4.547332677947283
224,expon,,0,1,15,50,24,4.4948480122340975,3.959728218044601,3.9179064387290055,4.087728821356651,3.9177880037021104
225,expon,,0,1,15,50,25,4.4948480122340975,4.370192398123821,4.304269760975858,4.490872610082668,4.304294113366266
226,expon,,0,1,15,50,26,4.4948480122340975,4.628861918777521,4.759553623675338,4.782053565780327,4.759580972596283
227,expon,,0,1,15,50,27,4.4948480122340975,4.8309841787504055,4.850460209938507,4.834317620930337,4.850424427811191
228,expon,,0,1,15,50,28,4.4948480122340975,4.214655007254274,4.22185872803914,4.272246856385817,4.211022453987238
229,expon,,0,1,15,50,29,4.4948480122340975,4.876138722893305,4.87035392465616,4.9032923456046245,4.870315898079127
230,expon,,0,1,15,50,30,4.4948480122340975,4.450193186229707,4.500646927327016,4.514589208885409,4.50057887402216
231,expon,,0,1,15,50,31,4.4948480122340975,4.159656346170767,4.177535797588419,4.174211049430905,4.179094364402646
232,expon,,0,1,15,50,32,4.4948480122340975,4.343747079178404,4.345935066255206,4.368843349476032,4.346007151686317
